video-name,t-start,t-end,action-label,video-duration,filename,fps,video-frames,temporal-region-label
pluBtIfxUvE,58,67,scrambled eggs,212.16,v_pluBtIfxUvE.mp4,30,6362,Action
pluBtIfxUvE,73,150,scrambled eggs,212.16,v_pluBtIfxUvE.mp4,30,6362,Action
pluBtIfxUvE,152,170,scrambled eggs,212.16,v_pluBtIfxUvE.mp4,30,6362,Action
pOP5Zzm19kc,24,38,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,41,57,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,71,82,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,101,137,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,140,147,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,175,186,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,195,216,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
pOP5Zzm19kc,221,231,pork fried rice,300.58,v_pOP5Zzm19kc.mp4,30,9015,Action
dxSSb3tv5ZM,14,20,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,32,41,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,43,61,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,70,117,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,120,127,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,130,150,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,153,161,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,164,170,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,191,213,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
dxSSb3tv5ZM,226,256,galbi,265.22,v_dxSSb3tv5ZM.mp4,30,7956,Action
acMP2DOpWeA,35,52,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,53,57,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,58,62,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,63,69,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,71,86,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,87,93,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,94,97,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,100,104,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,105,115,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,116,123,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,124,132,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,133,136,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
acMP2DOpWeA,139,142,pancake,174.94,v_acMP2DOpWeA.mp4,30,5246,Action
Gs3OGfQbPjc,30,36,onion rings,156.53,v_Gs3OGfQbPjc.mp4,30,4694,Action
Gs3OGfQbPjc,37,54,onion rings,156.53,v_Gs3OGfQbPjc.mp4,30,4694,Action
Gs3OGfQbPjc,57,68,onion rings,156.53,v_Gs3OGfQbPjc.mp4,30,4694,Action
Gs3OGfQbPjc,83,97,onion rings,156.53,v_Gs3OGfQbPjc.mp4,30,4694,Action
Gs3OGfQbPjc,103,130,onion rings,156.53,v_Gs3OGfQbPjc.mp4,30,4694,Action
_bICKhr9AGo,40,62,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,63,85,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,95,106,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,108,120,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,142,150,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,154,162,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,167,173,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,178,190,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,198,209,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,213,231,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,235,295,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,297,301,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
_bICKhr9AGo,314,318,vietnam sandwish,344.65,v__bICKhr9AGo.mp4,30,10338,Action
dxK5n3J9pdY,136,152,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,178,198,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,208,230,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,240,264,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,274,284,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,298,304,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,307,324,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
dxK5n3J9pdY,345,364,chana masala,430.38,v_dxK5n3J9pdY.mp4,30,12911,Action
pOWe4zB-E-4,5,78,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,78,114,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,130,150,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,155,162,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,190,205,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,218,228,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,228,235,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,244,256,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
pOWe4zB-E-4,256,263,masala dosa,275.5,v_pOWe4zB-E-4.mp4,30,8263,Action
zEdAA9Oxpdw,50,71,sauerkraut,211.32,v_zEdAA9Oxpdw.mp4,30,6339,Action
zEdAA9Oxpdw,78,112,sauerkraut,211.32,v_zEdAA9Oxpdw.mp4,30,6339,Action
zEdAA9Oxpdw,114,150,sauerkraut,211.32,v_zEdAA9Oxpdw.mp4,30,6339,Action
zEdAA9Oxpdw,151,203,sauerkraut,211.32,v_zEdAA9Oxpdw.mp4,30,6339,Action
7Ui4OCsawAU,58,68,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,69,85,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,89,100,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,124,139,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,140,180,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,181,208,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,217,224,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,225,230,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,283,290,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,314,338,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,355,379,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
7Ui4OCsawAU,395,408,escargot,451.88,v_7Ui4OCsawAU.mp4,30,13554,Action
frCFxOt9390,78,100,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,101,119,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,121,124,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,128,136,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,144,158,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,159,166,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,167,195,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,198,214,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,220,222,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,224,236,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
frCFxOt9390,239,245,indian lamb curry,276.46,v_frCFxOt9390.mp4,30,8291,Action
HXqC_xWsKkY,25,40,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,41,53,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,54,64,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,65,73,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,77,89,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,92,114,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,115,129,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,131,139,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
HXqC_xWsKkY,152,164,goulash,192.6,v_HXqC_xWsKkY.mp4,30,5777,Action
_XxXWiOoyhY,48,65,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,67,74,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,80,95,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,103,115,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,121,132,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,135,172,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,203,231,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,233,241,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,248,313,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,324,345,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
_XxXWiOoyhY,348,365,bibimbap,490.69,v__XxXWiOoyhY.mp4,30,14717,Action
qOB709GWcE8,61,83,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,129,133,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,167,173,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,181,197,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,199,219,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,220,239,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
qOB709GWcE8,244,246,hot dogs,322.22,v_qOB709GWcE8.mp4,30,9666,Action
-xbTvALWCIg,78,92,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,94,104,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,121,127,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,153,175,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,182,248,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,262,271,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
-xbTvALWCIg,271,292,salmon sashimi,455.02,v_-xbTvALWCIg.mp4,30,13649,Action
UA7wqVe8Kpo,32,39,hummus,185.9,v_UA7wqVe8Kpo.mp4,30,5573,Action
UA7wqVe8Kpo,43,58,hummus,185.9,v_UA7wqVe8Kpo.mp4,30,5573,Action
UA7wqVe8Kpo,58,106,hummus,185.9,v_UA7wqVe8Kpo.mp4,30,5573,Action
UA7wqVe8Kpo,106,126,hummus,185.9,v_UA7wqVe8Kpo.mp4,30,5573,Action
Moh7iYf2rGo,13,38,buffalo wings,238.8,v_Moh7iYf2rGo.mp4,30,7162,Action
Moh7iYf2rGo,39,60,buffalo wings,238.8,v_Moh7iYf2rGo.mp4,30,7162,Action
Moh7iYf2rGo,60,137,buffalo wings,238.8,v_Moh7iYf2rGo.mp4,30,7162,Action
Moh7iYf2rGo,153,171,buffalo wings,238.8,v_Moh7iYf2rGo.mp4,30,7162,Action
Moh7iYf2rGo,171,206,buffalo wings,238.8,v_Moh7iYf2rGo.mp4,30,7162,Action
z_ZHVTqbSZo,24,36,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,37,56,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,58,75,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,78,96,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,97,112,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,113,121,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,132,152,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,154,188,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,189,240,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
z_ZHVTqbSZo,241,261,samosa,266.08,v_z_ZHVTqbSZo.mp4,30,7980,Action
GmWb7W7m2vs,12,16,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,20,30,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,20,55,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,60,74,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,108,127,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,127,135,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,145,155,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,170,175,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,190,197,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,200,221,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,290,296,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,301,312,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,330,341,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
GmWb7W7m2vs,352,381,thai fried rice,428.84,v_GmWb7W7m2vs.mp4,30,12863,Action
2p_h3s1CPoc,78,85,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,98,123,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,138,157,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,160,162,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,165,169,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,172,189,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,190,194,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,201,209,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,210,220,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,236,245,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
2p_h3s1CPoc,255,263,falafel,291.46,v_2p_h3s1CPoc.mp4,30,8742,Action
DXYCXcuifM8,21,24,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,25,34,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,39,43,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,44,56,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,57,77,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,78,95,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
DXYCXcuifM8,106,109,eggs benedict,127.78,v_DXYCXcuifM8.mp4,30,3832,Action
UfWND-lc4sc,60,74,potstickers,189.82,v_UfWND-lc4sc.mp4,30,5692,Action
UfWND-lc4sc,75,81,potstickers,189.82,v_UfWND-lc4sc.mp4,30,5692,Action
